15387	There may be a slight difference in meaning: industry use is likely to refer to usage by a particular industry, while industrial use would refer to use by any industry. Hypothetical example: Acme Corp. is accused of contaminating the aquifer with uranium tetroxide. Industry use of water has tripled in the last decade. Here, "industry" would probably refer to the nuclear industry. "Industrial" would include all industries in the affected region. A kitchen appliance might be labelled "Not for industrial use". The intention is to warn the user that the machine is designed for occasional use, and would not withstand continuous operation. There, it would be unacceptable to substitute "industry".
20634	The correct one is: There have been many instances of outbreaks in vaccinated populations. This is because of instances/outbreaks being plural and have is the correct plural form. Has is singular.
20635	The logical subject of the statement is "instances of outbreaks", which is plural. If there were only one instance of outbreaks, it would be singular. "There" as a pronoun is a dummy subject, which takes its number from the logical subject (in this case, "instances"). Therefore, the correct form of the sentence begins with "There have been..." or "There've been".
20638	The most formal version of this sentence is: There have been many instances of outbreak in vaccinated populations. In existential constructions like this, it is common for the verb to take its agreement from the noun phrase after the verb. However! This is not always the case. When the auxiliary is contracted with the word there, we often see no agreement between the auxiliary verb and the noun phrase after it. This happens most often in speech and semi-formal or informal writing. In this case we have the verb BE appearing in a present perfect construction with the auxiliary verb HAVE: There's been many instances of outbreaks in vaccinated populations. In the example above we see a contraction of there and the auxiliary has. It does not matter that the following noun phrase instances of outbreaks is plural, we can still use the singular form has. Notice, however, that is not usually considered grammatical if the words there and has are separate: *There has been many instances of outbreaks in vaccinated populations. (X) There are some very special cases, however, where we might be able to have a plural noun after the verb phrase has been: There has been one funeral, two weddings, an earthquake and a change of government since you left. In the sentence above, we see a co-ordination of noun phrases which would normally be considered plural. However, we see a singular verb form, has in this example. If you are doing a test at school, it is probably better to make the auxiliary verb agree with the following noun phrase. But if you want to know what native speakers actually do, and what is actually grammatical, the answer is that both there have and there's are perfectly grammatical in this sentence. We do not often find there's with a plural noun phrase in formal writing though. Hope this is helpful!
23258	Please see the usage note of besides For the meanings "in addition to" and "except for" besides should be used: Besides replacing the back stairs, she fixed the broken banister. So your example should be written as follows: Besides continuing to wear this chicken costume? Nothing much. EDIT: As for the aside from and apart from, they both are equally correct, so you can use them all interchangeable. Good read here and here.
23580	Compulsory comes from compel - which means to make something happen. Mandatory comes from mandate - which means to say something should happen. Obligatory come from obligation - which is means something is expected. So compulsory has more of a sense that it will be enforced with some sort of punishment.
44171	It's besides. There is lots of correct words to put there. But the best one in my opinion is besides. Let's look what else could we put there: other than: Other than continuing to wear this chicken costume? Nothing much. apart from: Apart from continuing to wear this chicken costume? Nothing much. in addition to: In addition to continuing to wear this chicken costume? Nothing much. Meanings of the two words: beside: 1. at the side of; next to. 2. in addition to; apart from. aside: 1. to one side; out of the way. As you see the second meaning of "beside" fits perfectly to the sentence.
46420	Male and female describe sexes. They can be applied to a person of that sex, or any type of animal that has different sexes. Man and woman are specifically used to refer only to adult humans, not animals and not children. Children (and sometimes animals, particularly pets) are referred to as boy and girl. There's also a distinction, particularly made in academia, in that man and woman more properly describe genders, not sexes, where sex is the biological component and gender the social component. That is, if one is born with male sex organs but is transgender as an adult, they would be called a woman even if they still have male sex organs. That said, the distinction between gender and sex is still not commonly used in normal speech, although it is becoming more common.
59530	You could say was demonstrably the direct result of misconduct instead of "was the direct result of misconduct capable of being proven".
67068	Excerpt from the English Grammar in Use by Cambridge University Press: It is possible to leave out for (but not usually in negative sentences): They've been married (for) ten years. (with or without for) They haven't had a holiday for ten years. (you must use for) We do not use for + all ... (all day / all my life etc.): I've lived here all my life. (not for all my life) You can use in instead of for in negative sentences (I haven't ... etc.): They haven't had a holiday in ten years. (= for ten years) But as you may have noticed the above doesn't apply to your first example. And I guess this is probably because it conveys a bit different meaning: He hadn’t been dead [when it was] five minutes before those vultures from the media were after his widow. If we had 'for' it would mean that he was alive throughout that five-minute period of time but here this is not clear.
68137	There is no functional difference here, so you can use either cannot or will not be able to. The reason you can use cannot (present tense) to apply to a future event is because the reason is: (a) true in the present, and (b) known to apply to tomorrow as well (that's the meaning as written, at least). Your reasoning appears to be that you are describing a future action alone, in which case the future tense would be necessary. But a native speaker would recognize that you are describing the current state of your schedule, which happens to relate to a future event.
68139	First, as a matter of fact, most of the time future reference does not involve the use of will. Will is just one more modal auxiliary verb, not a special tense. Any modal auxiliary can refer to the future. So you needn't worry whether you need will. Second, while either phrasing will work as a polite negative response to a meeting request, they don't have the same syntactic structure and they don't mean quite the same things. I cannot join you in the meeting tomorrow. simply means that you won't be there and pleads inability, without specifying why you are unable. It might be that you're forbidden, or that you're in the hospital, or that you're in Capetown, or that something else came up. Whereas I will not be able to join you in the meeting tomorrow. specifically refers to the future (by using will), and thus suggests that the day after tomorrow might be possible -- or maybe even later today -- but not tomorrow. But it also gives no information about the reason, aside from suggesting that it might be temporary.
84090	If you are going to use the super casual, slangy expression "like" ("He's like" or "My mom's like", instead of "He said" or "Then my mom told him"... etc.), it's not really relevant what the "rules" of grammar say about the rest of the sentence, and you can do whatever you please. However, He's like mom can you give me 5 dollars? My mom's like honey I gave you $10 last weekend. is a little bit confusing to read because you have to sort out the different meanings of "like" in your head as you read. It would definitely make the sentences easier to understand if you put quotation marks around the dialog: He's like, "Mom can you give me 5 dollars?" My mom's like, "Honey, I gave you $10 last weekend." (By the way, you are correct that this is "direct speech", and direct speech normally does require quotation marks. The opposite of "direct speech" is "reported speech", which doesn't require quotation marks. Example: My mom told him that she had given him $10 the previous week. [no quote marks])
85651	The only one of the seven examples where I would use "proper" is Two out of five people lack a proper job in that country. For the others, your dictionary definitions state that "appropriate" applies to a "particular situation or occasion". So I would use "suitable" in 1, 3, 4, and 7. I would use "appropriate" in 5 and 6. The anomaly is 4, and perhaps the usage is a matter of opinion too.
91580	The two do have different meanings. She tried in vain to prevent the work from being done. This means that the thing she tried to prevent was "the work being done". That she "tried in vain" means she failed, that is, the work was done, she couldn't stop it. She tried to prevent the work from being done in vain. This means that the thing she tried to prevent was "the work being done in vain". That is, she didn't try to prevent the work, she took some action to try to stop the work being wasted. An example may help for the second version: let's say an architect works all month to design a building. That work would be in vain (would be wasted) if she can't get the building permits needed in order to start construction on the building. So she tries to prevent that outcome by applying for permits early.
98315	This is an odd case where either works, but the meanings are slightly different. If we think of “water gas” as a general idea of what happens when you mix two gases, then it’s “a” mixture, whereas the contents of a specific container with those gases would be “the” mixture. If we think of it as a specific mixture as opposed to other mixtures, then it is “the” mixture.
115335	Narrative writing tells a story or part of a story. Descriptive writing vividly portrays a person, place, or thing in such a way that the reader can visualize the topic and enter into the writer’s experience. See here and here. So in narrative writing, the writer is perfectly capable of telling you the plot of the story, while in descriptive writing there does not have to be a plot, but something has to become very easy for the reader to visualize. Let's look at the Lord of the Rings. The way J.R.R. Tolkien describes a hobbit is very descriptive, and the reason the movies were so successful was not only because the story was told correctly (the book being narrative writing also), but because the readers did not have to come up with their own imagination of a hobbit (or other figures, places, and such). They were described in detail, giving everybody a very precise framework of imagination to work from. Therefore everybody could relate to and agree upon the characters and the make-up of the artists.
117524	You can rent a Mac in the "Cloud" using MacInCloud. They have several pricing plans including pay-per-go (which unfortunately has a minimum charge and automatic recharge). The cost may be prohibitive if you don't expect many (or any) sales. An alternative is to upload your book using Smashwords, which is an Apple-approved aggregator. They'll take a cut of the profits, but you need to give your book an honest assessment and consider if you'll have any profits to worry about. Follow the link for a page specifically describing how to upload to iBookstore. They require your book to be in Microsoft Word format for irony's sake. A third option is to install OS X on a VM, though I can't speak for the legality of such a maneuver and therefore will leave it at that.
118938	Descriptive Writing paints pictures with words or recreates a scene or experience for the reader. Narrative Writing on the other hand, relates a series of events either real or imaginary or chronologically arranged and from a particular point of view. For short, the descriptive is to describe and the narrative is to tell information.
119678	Any reflection written in an European context is based on a philosophical idea of reasoning. It means the issue is deepened and put in perspective. Each development brings a new nuance. This however, has nothing to do with "not picking a side" (as this has to do with writing a report or a argumentative essay). Any reflection written in an American context does indeed pick a side and will support a definite conclusion. This explains why more complex issues often have to be simplified or considered in a narrower focus. When it comes to writing mechanics, the rules also change. As a general rule, the American conventions are stricter and more rigid. Quality of reflection is usually prized above all in European standards.
122163	Narrative- is when the author is narrating a story or part of a story. Usually, it has introduction, body and its conclusion. It let readers create their own imagination. It may be exact as what the author wants to express or not. Descriptive- describing what the author wants to impart. It expresses emotion about its certain topic. It leads the way and not letting you fall out of nowhere.
149086	At least in my dialect of Spanish (Rioplatense) sometimes the imperfect past tense is used instead of both the subjunctive and the potential in conditional sentences (as exemplified below). This is colloquial and I'm sure many people would view it as ungrammatical, but is used often enough. Si sabía no te decía. Literally: "If I knew, I didn't tell you" (both imperfect, maybe rather like "If I was knowing, I wasn't telling you"). Actual meaning: "If I had known, I wouldn't have told you." "Correct" form: "Si hubiese sabido no te habría dicho." Si me iba hace cinco minutos no me enteraba. Literally: "If I went five minutes ago, I didn't learn of it." Actual meaning: "If I'd gone away five minutes ago, I wouldn't have learned of it." "Correct" form: "Si me hubiese ido hace cinco minutos no me habría enterado." I've heard the same kind of construction in Brazilian Portuguese but I'm not confident enough about their usage.
162386	How does your society see magicians? Are ordinary people scared of them? As magic is mainly combat orientated, are they seen as weapons? You should consider that there could be some sort of social divide between magicians and non-magicians. If so then can they easily fit into society? I would read some material that is based on these types of issues, like the light novel 'Mahouka Koukou no Rettousei'. How do your magicians wish to be seen by society? Do they wish to fritter they lives away performing magic as entertainment? Do they wish to give back to society in some way? Do they wish to be respected? Magicians are just people. The jobs that they choose should just align up with their ambitions. Unless society only allows them to have certain jobs. People are foolish are scared easily after all.
165343	Repairing and restoring the DNA in the host body (an individual) will not prevent adaptation for future generations. The process of procreation mixes DNA and mutations would be part of the new being (the child inside). Repair is a much 'simpler' job to do than 'enhance' DNA. Repairing just needs to look for anomalies in the cells, Altering DNA to something else in order to 'make it better' is much more difficult. Nanites are not the evil genius that they are believed to be. Each one will have very limited memory and abilities, more like a single ant from a colony. It will be colony behaviors that make the difference with different nanites each with simple jobs but working together make a huge difference.
177575	The first thing is to pick a state which shares a border with Canada. Unless you do this, the state will be surrounded by the US. This will obviously be a problem from a military point of view, but just as importantly will be economically disastrous. The US can effectively embargo the runaway state, and cause almost immediate economic collapse. The Commonwealth will not, practically speaking, be able to do much, as the US will maintain that the state has not legally seceded from the Union, and its fate is therefor not any business of the Commonwealth. And it's hard to imagine the Commonwealth willing to get into a shoving match with Uncle Sam over some hotheads they don't know. Things get much more interesting if the state borders on Canada. In theory, unless the US military stages an invasion of the ex-state, it can begin trading with Canada and keep from starving. What is really needed is to find a justification for the Commonwealth to care enough about a bunch of renegade Yanks enough to get into a really major tiff with the US. Given the historical record (specifically, the Late Unpleasantness), the US is almost certainly willing to bring the sinners back into the fold by military force, and for the forseeable future (say, 20 years) the US is going to be the 800 pound grizzly in the neighborhood.
194876	Are these islands steerable? Or just drifting in the air? The people could have terraformed the world by collecting water in pools on the islands from space, which eventually caused enough evaporation to start a water cycle and would create a core of water. Condensing water would work, through plants or technology. Or there could be a sort of water trade going on, whether they bring water from space (ice in meteors) or from people carrying water from the core up to the islands.
197733	A standard maelstrom is formed by a mixture of tides, currents and underwater terrain. Your "maelstrom" is not that and is essentially a much larger version of the vortex you would see in a sink or bathtub when you pull the plug. You basically have a humongous drain in your ocean. All currents in your oceans will eventually lead there. The 3 channels between your landmasses will all be flowing inward, and depending on the flow rate out the "drain" the channel currents may be strong enough to prevent outgoing traffic. Your geyser, dumping a massive amount of equatorial water into a polar region, will make the land near there much warmer than they would otherwise be (similar to, but more extreme than the Gulf Stream's effect on England).
200676	Would this work? Yes. Barely, badly, and for some time. (and it would depend on what exactly you call "printing money".) How long, how badly, and how barely, it would depend on the situation of your economy, previous to such inovation. The magical/sacred equation of monetary policy - the one economists repeat as a mantra, their everynight prayer to Mammon - is this small piece of elegance: MV ≅ PQ in which M is the amount of circulating money, V is the speed (velocity) of money circulation, P is the general level of prices, and Q is the total value of everything produced in a given economy. Your hypothesis is basically increasing M: MV ≅ PQ ---> MV ≅ PQ Problem is, if you increase M, then one of these three things must happen: V will decrease, or either P or Q will increase. (Evidently, it could happen that V will decrease a little, and P and Q will increase a little. But let's go with the "pure" cases). First, perhaps V decreases: MV ≅ PQ ---> Mv ≅ PQ This first possibility is not well studied; economists usually assume that V is inelastic, or that it will only change due to specific changes on the technology of circulation (such as the introduction of paper money or virtual money - and these changes would usually go in the way of increasing V). So, in practice, economists will offer a few human sacrifices to Mammon in order to get MV ≅ PQ ---> MV ≅ PQ in which the increase of circulating money translates into an increase of production. In fact, with very few exceptions, governments do exactly this to a point, with much caution, in order to get their economies to grow (because a static M will make growth very difficult). But Mammon being a capricious god, what you are more likely to get is, MV ≅ PQ ---> MV ≅ PQ in which, instead of production growing, prices rise. This will allow us to answer the questions, "how long, how badly, and how barely" would this work, as long as we understand how Mammon decides between the increase in P versus the increase in Q. Prices are relatively easy to increase, especially if the economy is considerably oligopolistic, and especially in the case of products whose demand is inelastic (if the prices of, say, videogames, rise, people can buy less videogames - the demand is elastic - but if prices of food rise, people will have to pay more or starve - the demand is inelastic). Production is much more difficult to increase, because it will demand more investments. Surplus money is one condition for investment, but there are others. And investments' returns may be delayed in time; even if entrepreneurs decide to invest, thus pointing to an increase in Q, it may be that the increase in Q is only going to happen once their new factories or new machines are functioning, which may be several months to a few years into the future. Which means that P will tend to rise in the short term, even if there is investment. So, we can see that an increase in M will more likely result in an increase in P if: The economy is highly oligopolic; The economy relies heavily in inelastic goods - generally, primary products of immediate consumption; The economy is already functioning at or near at the limits of its capacity. Conversely, an increase in M will more likely result in an increase in Q if: The degree of monopolisation of the economy is low; The economy relies heavily in elastic goods; The economy is functioning far from the limits of its capacity. So, a heavily industrialised but not very heavily oligopolic economy that is just coming out of a recession will probably respond quite well to your scheme, while an oligopolic economy heavily based in agriculture that is already overbusy will probably go into inflation - high inflation - hyperinflation - political crisis very quickly. Then the problem is that, even in the first case, the growth of the economy caused by the expansion of M itself will eventually make it come closer to its capacity. As long as production can be increased by simply hiring more workers for longer hours and increasing the intensity of the use of machines - additional shifts, for instance - things will go relatively well. But at some point, further increases will demand more or newer machines or bigger factories, and this will only result in an increase in Q in a longer term than what is needed for things to go smoothly. At this point, inflation is going to be unavoidable. And then the government will want to reintroduce taxes, but this is going to be much more difficult in an economy already facing serious problems of inflation. And then, it depends of what you call "printing money". Because actually printing bills, or coining coins, is only a small part of monetary policy, and bills and coins are a quite small part of actual circulating money, so expanding them will probably have little effect in the economy as a whole (see, for instance, definition of M0, M1, etc and money supply in India). When a government really wants to expand M (which, at least in part, means it wants to fund itself through monetary policy) it expands credit. Central banks lend money to commercial banks, and allow those banks to re-lend money to other economic agents (generally, firms and families), but it imposes a reserve requirement that limits the creation of new virtual money by banks. When a government wants to expand its circulating money, it reduces the reserve requirement, which in turn makes credit easier and cheaper, which has either the intended result of economic growth, or the much feared result of inflation. This brings an additional problem: since any abrupt increase in reserve requirements will probably precipitate an immediate monetary crisis and a recession, governments tend to try to reduce the money supply by borrowing money back, thus reducing the amount of circulation money. But this can cause the government to increase interests too much, and get caught in a vicious cycle: borrowing more money at higher interest rates to decrease M, and then having to increase M in order to remain potentially able to pay back its debts (the kind of conundrum that used to recurrently plague Brasil up to the end of the 20th century, for instance). If so: How would this affect the faith in the currency system? Potentially, it could destroy such faith, through hyperinflation. Which class would be relatively taxed the most? All those who rely on relatively fixed prices: workers first and foremost, landlords, especially urban owners of for-rent aparments; also importers (who will find the foreign currency the need to import goods ever more expensive). In short, it is not exactly a good idea; taxes are more reliable, have less negative effects, and are more easier to scale down (and politically much more difficult to raise if necessary).
225671	One of the best ways to remove something from common use is to reduce its utility. Plate armor and city walls didn't go away because the human race ran out of the materials to make them, they went away because they became ineffective against modern weapons. Stargate SG1 dedicated most of an episode to explain why a bullet might be less effective than a bow and arrow under certain circumstances, and I imagine that a similar explanation or variant might be applied to your problem. The Stargate explanation was an energy shield capable of blocking projectiles with greater than a certain amount of kinetic energy. A variant might be a type of magic that everyone has access to that is capable of blocking projectiles above a certain kinetic energy or below a certain mass. The TV show reasons that some sort of cutoff is necessary, otherwise you basically wouldn't be able to interact with the world at all (you wouldn't be able to walk past a branch on a tree). The key point is that the damage of arrows is not as highly dependent on kinetic energy as bullets. Some sort of simple body armor might be sufficient to protect from low energy bullets if "magic" can handle the high kinetic energy ones. This wouldn't remove firearms from your world completely. Rifles would still be effective for hunting. But for the sake of battles, arrows and something akin to a muzzle loader might actually be more effective in this world. Also, by making the rifle less useful, you reduce the incentive to improve rifle technology. Therefore, you might have crossbows that are 50-100 years ahead while rifles are 50-100 years behind. You'd have to have some practical upper limit on the "magic shield" to make sure it's not going to stop something crazy like a cannon.
232296	Thea main reason why the Soviet's Katyusha is successful is they fired hundreds of these towards the targets position, which negates the rocket's issue regarding accuracy. But Reloading time is a pain. Now in a naval battle, if you going to use rocket use thousands of them, and pray that they dealt critical damage to your enemy, if not, then pray that they treat you well once you surrendered.
238058	Self Aware != Won't follow its programming I don't see how being self aware would prevent it from following its programming. Humans are self aware and cant force themselves to stop breathing until they die. The autonomic nervous system will take over and force you to breath. In the same way just have code, that when a condition is met, turns off the AI by circumventing its main thinking area and powering it off.
251602	You cannot optimize a zero. First of all, fuel bars in nuclear reactors count hundreds or thousands of those pellets. It's like I ask you to invent the car engine just by giving you a drop of gasoline. Furthermore there is no way for a person with the knowledge level of 14th century to have the faintest clue that what they are handling is a radioactive material. In particular, it wouldn't even trigger their curiosity, because non irradiated pellets are not so active to become hot. Look, in the picture below a technician is handling one with no protections! And I even remember that, when I visited a nuclear power plant in Germany, their souvenir shop sold keychains with a pellet encapsulated into Plexiglas. Now, if you see a stone which spontaneously stays hot, like plutonium would do, you as 14th century man would probably throw it away as something which is clearly devilish (hell is eternal fire, and this stone is constantly hot, you don't need to be an Aristotelian scholar to connect the dots). But this particular stone is just fancily shaped and shiny black. If you are in good mood you would probably donate it to the local church to have it embodied into some holy statue.
262882	Not accurate, but let me tell you a story of a country. It had grown into power, one of the largest countries in Europe. It was capable of fighting off its enemies for centuries, sustaining people and prolonging its existence. It had its rich culture, official language and many unofficial languages being used, its social layers and everything else that you can imagine for a country existing for so long. Yet, after 800 years of existence, changing, alliances, wars, after about two turbulent centuries with both internal weakness and strengthening enemies eventually the country was invaded by its neighbours, captured and literally ceased to exist, the land and people partitioned between the three occupants. All the three occupants put a lot of effort to eradicate any trace of the country existence. They forbade using the language and teaching anything about the culture or history of the country. They enforced the inception of their languages, culture, way of being, government, everything. The country was supposed to disappear not only from maps, but also from the heads and hearts of its former citizens and their descendants forever. It was doomed to cease to exist. And yet, after 123 years of the alleged non-existence, chasing an opportunity so slim that it should never work, the country not only reappeared. Two countries being direct descendants of the original one reappeared! And despite various problems, a war that once again temporarily wiped the countries from the map, years of occupation and again non-existence for one of those two new countries, and again difficult times attacking culture and identity, more than 100 years of the initial reappearance, the two countries are still on the map (even though one of them disappeared again for almost 50 years). The initial country I am referring here is Poland, that over time became a Polish-Lithuanian Commonwealth. In 1795, after the third partition, it ceased to exist. The three invaders, Russia, Prussia and Austro-Hungarian Empire tried to eradicate any trace of Poland, enforcing germanisation and russification on the captured lands. But the knowledge about Poland was running in the families, passed between the generations like a huge treasure. The people mutinied, helplessly tried to re-capture independence, looking for any opportunity to recreate its country. They tried to benefit from Napoleon wars, fought in numerous uprisings, kept underground learning, some fled the country but kept their roots and bonds to the original country, continuing its tradition and culture. And when another surprising opportunity in the form of world war came, they grasped it and at the moment of their occupants' weakness announced the independence of not just one, but two countries - Poland and Lithuania. These events brought back the countries in 1918 to the map of the world, proving that 123 years of constant education is not sufficient. This all happened before the times of the Internet, when sharing the knowledge was far more difficult than these days. It proves that even 100 years timeframe is not enough to eliminate all traces of the country existence. It's not enough to remove all physical traces (that will probably also not be so easy). You have to eliminate it from hearts and memories. So no, even if we experience some huge disaster tomorrow, 30 years from now the memory of the United States will be still strong.
266101	Yes - but only if the stars align acoustically. So this is very concocted setup, but hopefully it tells the idea of what's happening. An instrument played at the yellow point, observed by a listener at the green point, will be heard to come from the two red points that are the openings in the wall. Because the geometry isn't perfect - the sound travels a slightly shorter distance to one side by a precise amount, when the waveforms re-join at the green point, they're out of phase, and cancel each other other out. This results in a significant reduction of volume of a particular frequency, which due to luck in the measurements is the precise note that is emphasised most in the peice the instrument is currently playing. Eg for middle C, the distance from yellow to both red points must differ by about 66cm. As the green observer walks away down the line, the phase difference becomes less significant, and the apparent volume becomes louder and louder, towards the end of the line, it will become softer again unfortunately. But for a bit of his journey, it will increase.
277138	If you can live with names that simply have the "feel" of a particular culture (same morphemes, etc.), there are good ones at: Chris Pound's Name Generation Page http://www.ruf.rice.edu/~pound/ and squid.org Random Name Generator http://www.squid.org/rpg-random-generator If you want names that are actually used in real world cultures, your best bet may be one of the infinitude of "baby name" websites.
281923	By "classic" I take you to mean "pre-2000" or so. Sea-going adventures/settings were one area clearly overlooked in early D&D published materials, as there are very few of these taking place on the ocean (or underwater). Going by that guideline: D&D Gazeteer #4 The Kingdom of Ierendi: This basic D&D guidebook has a large section on seafaring adventures among the Ierendi Isles, and a lot of info on shipboard combat. The AD&D adventure pack I13 has one adventure, "To Kill a Kraken", that takes place on the high seas. Unusual in the fact it might have been the ONLY 1E adventure taking place on the sea. The 2E AD&D supplement "Of Ships and the Seas" has rules for sailing and all sorts of ocean info The D&D solo adventure XS1 Lathan's Gold takes place at sea, but quickly looking it over I cannot find and specific rules for drowning, etc. There are a few AD&D and D&D adventures that involve ships (notably, X1 Isle of Dread, U1 The Sinister Secret of Saltmarsh, A dragonlance adventure or two), the Ravenloft adventure Ship of Horrors that was mentioned) but it was not a central feature of the adventure. Now, if the adventure happens to be one featured in Dungeon magazine, there were plenty in that publication that might fit the bill.
304667	It's feat heavy, but if you happen to have snake style, then sword masters flair - blue scarf increases reach with piercing weapons. Add kata master to monk build for panache pool and you can use this most encounters.
305941	"Otherwise bad things might happen" is really where the game is getting the most fun for a lot of people. I very much advocate letting those bad things happening and then have the players deal with the consequences later once they are back to full strength. This makes the game as a whole generally much more rewarding for the players, as the understand that they will only win if they work hard for it. If the game just gets easier when they make mistakes and they still win the adventure in just the same way as if they had played very well, there is very little sense of accomplishment. Then the players are just spectators to a story that has already been fully written and they don't really have a chance to change the game world with their actions. Bad things happening because the players are not able to do everything as planned is really not a bad thing for the campaign. If they lose, they don't have to be all killed. When a fight is impossible to win, the players may either get the idea to flee themselves, or their enemies could demand that they surrender and throw them into some kind of prison for later. Then the players have to figure out a way to get out of prison and to deal with the time they lost in the meantime.
311781	Yes, you're understanding it correctly. You roll your attack roll for the bow with proficiency and Dex modifier (PHB p. 194), and damage with just Dex (PHB p. 196).
311782	Yes, you are precisely right. Attack rolls are 1d20 (+ proficiency bonus, if you are proficient) + modifiers (Dex for ranged attacks and finesse weapons; Str for most other melee weapons). The Damage rolls are whatever the weapon damage dice is, plus the modifier (again, Dex for ranged and finesse weapons; Str for melee weapons and throwm weapons.) You may be confused, but you are certainly plugging in the right numbers where they belong.
311788	You are correct. A Weapon Attack Roll is 1d20 + Ability Modifier + Proficiency Bonus (if proficient in the weapon) + Other Modifiers. A Damage Roll is XdX + Ability Modifier. Do not add the Proficiency Bonus to Damage Rolls. The same Ability Modifier applies to both rolls. Use STR for melee weapons (when holding them and when throwing them), DEX for ranged weapons, and either STR or DEX (your choice) for weapons with the Finesse tag.
